Time (s),ADC Value,30s Avg,5m Avg,10m Avg
14700,191,846.8,1006.71,1057.38
14703,1095,857.0,998.1,1059.98
14706,538,737.0,1003.43,1058.61
14709,721,716.2,997.99,1056.28
14712,244,702.5,982.61,1052.28
14715,537,637.3,977.91,1053.69
14718,1811,782.6,979.73,1055.04
14721,1150,861.3,981.85,1054.96
14724,1846,992.0,989.72,1060.28
14727,563,869.6,975.92,1055.29
14730,1195,970.0,986.56,1054.89
14733,1591,1019.6,987.81,1057.87
14736,1261,1091.9,980.61,1055.27
14739,390,1058.8,976.13,1054.2
14742,1130,1147.4,978.95,1057.13
14745,934,1187.1,969.71,1057.09
14748,686,1074.6,976.19,1060.27
14751,567,1016.3,965.78,1054.87
14754,654,897.1,952.97,1052.89
14757,856,926.4,944.81,1053.23
14760,197,826.6,944.44,1044.94
14763,33,670.8,926.14,1036.99
14766,1476,692.3,939.2,1040.12
14769,36,656.9,932.12,1036.06
14772,1006,644.5,939.99,1036.2
14775,1793,730.4,938.83,1039.19
14778,1956,857.4,953.8,1042.81
14781,436,844.3,945.77,1041.95
14784,1300,908.9,956.86,1044.66
14787,1625,985.8,967.82,1044.72
14790,1542,1120.3,968.4,1045.5
14793,1538,1270.8,979.69,1047.24
14796,129,1136.1,971.09,1039.24
14799,260,1158.5,969.12,1037.44
14802,1219,1179.8,970.35,1038.93
14805,1826,1183.1,987.21,1043.65
14808,1649,1152.4,983.85,1044.97
14811,1647,1273.5,990.98,1052.96
14814,1313,1274.8,999.82,1049.66
14817,383,1150.6,987.48,1045.09
14820,1375,1133.9,994.01,1047.96
14823,1171,1097.2,986.86,1045.13
14826,1807,1265.0,989.46,1053.22
14829,1272,1366.2,998.31,1058.24
14832,1583,1402.6,998.61,1058.89
14835,110,1231.0,985.56,1051.9
14838,1815,1247.6,1002.55,1052.61
14841,730,1155.9,1002.4,1048.43
14844,1479,1172.5,1004.34,1048.07
14847,1271,1261.3,1001.52,1050.13
14850,406,1164.4,994.57,1048.96
14853,292,1076.5,991.54,1041.95
14856,201,915.9,992.28,1039.26
14859,539,842.6,991.06,1035.54
14862,428,727.1,994.32,1031.85
14865,1442,860.3,996.48,1034.73
14868,1948,873.6,997.59,1043.23
14871,1756,976.2,997.11,1044.51
14874,848,913.1,989.74,1038.86
14877,834,869.4,989.28,1037.69
14880,347,863.5,979.07,1035.52
14883,1978,1032.1,984.91,1041.6
14886,1875,1199.5,984.26,1048.12
14889,1697,1315.3,982.64,1047.21
14892,421,1314.6,986.36,1044.55
14895,1115,1281.9,990.02,1046.94
14898,534,1140.5,985.35,1047.14
14901,1851,1150.0,984.78,1046.73
14904,490,1114.2,981.48,1044.96
14907,1781,1208.9,986.46,1045.85
14910,917,1265.9,980.27,1040.98
14913,993,1167.4,986.78,1045.28
14916,539,1033.8,991.03,1041.74
14919,735,937.6,996.66,1039.63
14922,793,974.8,991.57,1035.12
14925,5,863.8,978.28,1030.39
14928,1551,965.5,989.59,1037.24
14931,1670,947.4,989.22,1037.09
14934,669,965.3,984.23,1034.79
14937,1298,917.0,996.23,1033.15
14940,454,870.7,983.16,1026.18
14943,507,822.1,978.3,1019.54
14946,206,788.8,970.58,1011.84
14949,1818,897.1,981.45,1018.89
14952,955,913.3,981.08,1015.85
14955,1172,1030.0,986.52,1019.44
14958,1975,1072.4,1005.13,1025.32
14961,1989,1104.3,1007.17,1030.69
14964,818,1119.2,1012.76,1031.64
14967,1242,1113.6,1023.34,1030.62
14970,1971,1265.3,1032.74,1031.97
14973,555,1270.1,1028.36,1033.3
14976,1431,1392.6,1025.29,1034.67
14979,402,1251.0,1020.02,1035.91
14982,1189,1274.4,1028.1,1033.15
14985,153,1172.5,1017.74,1024.84
14988,1263,1101.3,1026.79,1021.53
14991,1548,1057.2,1038.64,1025.91
14994,1505,1125.9,1048.3,1028.72
14997,60,1007.7,1031.03,1023.71
15000,675,878.1,1035.87,1021.29
15003,1934,1016.0,1044.26,1021.18
15006,1857,1058.6,1057.45,1030.44
15009,74,1025.8,1050.98,1024.48
15012,411,948.0,1052.65,1017.63
15015,608,993.5,1053.36,1015.63
15018,834,950.6,1043.59,1011.66
15021,1062,902.0,1042.71,1012.28
15024,81,759.6,1025.06,1007.39
15027,1232,876.8,1031.75,1003.84
15030,523,861.6,1025.03,1005.79
15033,1205,788.7,1021.17,1004.49
15036,931,696.1,1017.87,999.24
15039,599,748.6,1019.96,998.04
15042,112,718.7,1009.78,994.37
15045,709,728.8,1007.53,988.62
15048,1185,763.9,1012.52,994.36
15051,1659,823.6,1023.44,994.61
15054,1776,993.1,1034.66,993.82
15057,1167,986.6,1037.77,991.29
15060,390,973.3,1039.7,992.07
15063,50,857.8,1039.87,983.0
15066,1869,951.6,1043.8,991.5
15069,981,989.8,1053.25,992.68
15072,1489,1127.5,1058.08,999.03
15075,780,1134.6,1047.95,993.39
15078,1384,1154.5,1042.23,998.01
15081,246,1013.2,1040.33,993.05
15084,1896,1025.2,1046.29,1001.58
15087,53,913.8,1030.57,999.2
15090,57,880.5,1015.72,992.06
15093,794,954.9,1008.28,993.99
15096,1104,878.4,1018.03,994.56
15099,580,838.3,1021.23,995.17
15102,1192,808.6,1020.96,995.65
15105,56,736.2,1003.26,995.24
15108,327,630.5,990.04,986.95
15111,780,683.9,981.37,986.17
15114,633,557.6,974.57,987.2
15117,1410,693.3,984.84,986.16
15120,898,777.4,980.07,987.04
15123,421,740.1,972.57,979.72
15126,27,632.4,954.77,972.12
15129,1569,731.3,957.74,978.02
15132,762,688.3,949.53,974.07
15135,1148,797.5,959.91,972.74
15138,1552,920.0,957.28,979.91
15141,699,911.9,956.97,979.68
15144,1551,1003.7,957.69,981.01
15147,1781,1040.8,962.79,982.15
15150,1965,1147.5,978.38,986.48
15153,1197,1225.1,987.43,989.49
15156,1124,1334.8,996.66,994.47
15159,554,1233.3,996.81,993.93
15162,1603,1317.4,1008.56,1001.44
15165,152,1217.8,995.66,996.07
15168,857,1148.3,984.75,991.17
15171,1899,1268.3,986.18,991.64
15174,232,1136.4,980.02,984.88
15177,121,970.4,972.89,981.09
15180,1254,899.3,981.96,980.51
15183,862,865.8,970.8,977.86
15186,981,851.5,961.86,973.06
15189,1471,943.2,959.6,971.12
15192,1984,981.3,975.23,980.79
15195,53,971.4,964.61,977.32
15198,913,977.0,968.4,976.88
15201,1401,927.2,963.9,974.34
15204,634,967.4,965.34,973.41
15207,1406,1095.9,961.59,974.02
15210,1526,1123.1,967.68,973.98
15213,845,1121.4,966.2,976.49
15216,474,1070.7,965.55,978.29
15219,1386,1062.2,972.06,984.36
15222,1268,990.6,976.81,984.19
15225,1498,1135.1,991.74,985.01
15228,996,1143.4,986.19,987.89
15231,1384,1141.7,983.33,986.27
15234,1693,1247.6,993.57,988.9
15237,545,1161.5,986.04,991.13
15240,1557,1164.6,997.07,990.12
15243,81,1088.2,992.81,985.55
15246,1839,1224.7,1009.14,989.86
15249,223,1108.4,993.19,987.32
15252,694,1051.0,990.58,985.83
15255,1947,1095.9,998.33,992.42
15258,671,1063.4,985.29,995.21
15261,217,946.7,967.57,987.37
15264,464,823.8,964.03,988.39
15267,1928,962.1,970.89,997.12
15270,1142,920.6,962.6,997.67
15273,1638,1076.3,973.43,1000.89
15276,62,898.6,959.74,992.51
15279,723,948.6,962.95,991.49
15282,1689,1048.1,967.95,998.02
15285,1319,985.3,979.61,998.67
15288,1769,1095.1,984.67,1005.73
15291,1227,1196.1,981.46,1010.05
15294,1832,1332.9,984.73,1016.51
15297,743,1214.4,991.56,1011.29
15300,1394,1239.6,998.75,1017.31
15303,48,1080.6,979.89,1012.08
15306,1365,1210.9,974.97,1016.21
15309,1436,1282.2,988.59,1019.78
15312,924,1205.7,993.72,1023.18
15315,905,1164.3,996.69,1025.03
15318,1665,1153.9,1005.0,1024.3
15321,564,1087.6,1000.02,1021.37
15324,1695,1073.9,1016.16,1020.61
15327,1230,1122.6,1016.14,1023.95
15330,1320,1115.2,1024.11,1024.57
15333,1225,1232.9,1024.31,1022.74
15336,1492,1245.6,1029.92,1023.89
15339,1822,1284.2,1042.15,1031.06
15342,1944,1386.2,1060.47,1035.12
15345,1842,1479.9,1071.8,1039.66
15348,1479,1461.3,1074.74,1043.63
15351,1891,1594.0,1077.06,1050.25
15354,1668,1591.3,1075.98,1055.32
15357,895,1557.8,1073.26,1055.52
15360,562,1482.0,1074.98,1057.34
15363,163,1375.8,1076.11,1057.99
15366,516,1278.2,1062.58,1053.19
15369,456,1141.6,1057.33,1055.29
15372,1706,1117.8,1059.5,1058.79
15375,318,965.4,1054.88,1051.41
15378,930,910.5,1050.34,1046.29
15381,480,769.4,1052.68,1046.51
15384,788,681.4,1041.6,1043.94
15387,1258,717.7,1053.65,1042.11
15390,1657,827.2,1069.65,1042.68
15393,664,877.3,1068.35,1038.32
15396,1941,1019.8,1076.72,1047.38
15399,737,1047.9,1078.29,1049.76
15402,412,918.5,1070.49,1045.72
15405,405,927.2,1073.98,1038.62
15408,1067,940.9,1081.38,1035.71
15411,1485,1041.4,1088.43,1034.9
15414,1756,1138.2,1099.66,1037.12
15417,1356,1148.0,1099.12,1041.98
15420,99,992.2,1091.13,1035.6
15423,1350,1060.8,1100.42,1036.49
15426,698,936.5,1107.13,1030.95
15429,1143,977.1,1102.87,1030.31
15432,627,998.6,1101.52,1025.53
15435,1161,1074.2,1101.65,1030.78
15438,906,1058.1,1095.19,1026.23
15441,1113,1020.9,1099.33,1028.15
15444,1696,1014.9,1100.78,1029.23
15447,49,884.2,1083.46,1023.12
15450,1402,1014.5,1077.83,1028.11
15453,1189,998.4,1077.75,1032.59
15456,536,982.2,1071.87,1034.27
15459,1079,975.8,1077.12,1036.96
15462,224,935.5,1063.33,1035.94
15465,1259,945.3,1074.4,1035.03
15468,225,877.2,1068.08,1026.41
15471,46,770.5,1049.55,1017.87
15474,1635,764.4,1063.58,1021.8
15477,625,822.0,1068.62,1020.75
15480,347,716.5,1059.55,1020.75
15483,1292,726.8,1063.85,1017.33
15486,458,719.0,1058.62,1010.24
15489,1817,792.8,1062.08,1010.84
15492,432,813.6,1046.56,1010.89
15495,1037,791.4,1056.4,1010.5
15498,141,783.0,1048.68,1008.54
15501,1818,960.2,1052.85,1008.38
15504,237,820.4,1048.88,1007.11
15507,1387,896.6,1048.69,1005.14
15510,658,927.7,1040.01,1003.85
15513,1827,981.2,1049.83,1008.01
15516,955,1030.9,1054.64,1010.1
15519,1537,1002.9,1056.15,1014.11
15522,584,1018.1,1049.31,1013.06
15525,1578,1072.2,1050.11,1020.92
15528,977,1155.8,1049.92,1018.05
15531,25,976.5,1036.33,1009.83
15534,785,1031.3,1027.25,1010.41
15537,673,959.9,1028.53,1007.28
15540,518,945.9,1018.14,1007.61
15543,1022,865.4,1027.55,1010.18
15546,550,824.9,1014.66,1011.9
15549,714,742.6,1019.57,1006.38
15552,100,694.2,1013.63,1002.11
15555,1633,699.7,1010.49,1004.41
15558,561,658.1,1009.39,997.34
15561,1120,767.6,1018.42,993.0
15564,141,703.2,1015.19,989.61
15567,499,685.8,1000.9,985.89
15570,1234,757.4,1001.82,982.21
15573,1259,781.1,998.03,985.73
15576,191,745.2,999.32,979.53
15579,1055,779.3,1002.64,982.79
15582,837,853.0,994.12,981.03
15585,1364,826.1,994.57,987.09
15588,1983,968.3,996.71,990.69
15591,1919,1048.2,1003.63,992.54
15594,213,1055.4,987.44,986.09
15597,1256,1131.1,992.57,992.07
15600,576,1065.3,984.39,991.57
15603,207,960.1,985.98,982.93
15606,1402,1081.2,986.35,980.66
15609,801,1055.8,980.0,984.29
15612,1188,1090.9,982.64,988.18
15615,1106,1065.1,984.65,990.67
15618,336,900.4,971.36,988.18
15621,796,788.1,973.68,986.85
15624,589,825.7,962.62,989.39
15627,606,760.7,956.38,986.26
15630,386,741.7,947.04,985.58
15633,1624,883.4,951.03,987.67
15636,999,843.1,946.1,988.01
15639,1034,866.4,938.22,990.18
15642,312,778.8,921.9,991.18
15645,1938,862.0,922.86,997.33
15648,1860,1014.4,926.67,1000.71
15651,1812,1116.0,925.88,1001.47
15654,317,1088.8,912.37,994.17
15657,302,1058.4,906.44,989.85
15660,786,1098.4,908.68,991.83
15663,1615,1097.5,923.2,999.65
15666,1276,1125.2,930.8,996.69
15669,4,1022.2,926.28,991.8
15672,1730,1164.0,926.52,993.01
15675,498,1020.0,928.32,991.6
15678,1418,975.8,933.2,991.77
15681,1909,985.5,947.49,1000.09
15684,1133,1067.1,950.94,996.27
15687,1052,1142.1,948.88,1001.26
15690,1438,1207.3,946.69,1008.17
15693,1903,1236.1,959.08,1013.72
15696,548,1163.3,945.15,1010.93
15699,597,1222.6,943.75,1011.02
15702,800,1129.6,947.63,1009.06
15705,1642,1244.0,960.0,1016.99
15708,484,1150.6,954.17,1017.77
15711,314,991.1,942.46,1015.45
15714,778,955.6,932.68,1016.17
15717,549,905.3,924.61,1011.87
15720,215,783.0,925.77,1008.45
15723,171,609.8,913.98,1007.2
15726,505,605.5,912.05,1009.59
15729,587,604.5,906.49,1004.68
15732,1788,703.3,918.1,1009.81
15735,1605,699.6,922.54,1012.1
15738,1522,803.4,928.7,1011.95
15741,656,837.6,924.13,1011.73
15744,1451,904.9,921.68,1011.23
15747,1488,998.8,936.07,1009.76
15750,1330,1110.3,935.35,1006.59
15753,54,1098.6,924.0,1000.88
15756,1443,1192.4,933.07,1002.47
15759,1,1133.8,922.29,999.71
15762,161,971.1,921.66,992.5
15765,1457,956.3,923.64,999.02
15768,950,899.1,930.89,999.49
15771,1358,969.3,944.01,996.78
15774,1917,1015.9,946.83,1005.21
15777,1527,1019.8,955.85,1012.24
15780,988,985.6,962.26,1010.9
15783,835,1063.7,957.69,1010.77
15786,948,1014.2,962.59,1010.61
15789,1345,1148.6,957.87,1009.98
15792,965,1229.0,963.2,1004.88
15795,1248,1208.1,965.31,1010.86
15798,1767,1289.8,981.57,1015.12
15801,1065,1260.5,974.04,1013.45
15804,25,1071.3,971.92,1010.4
15807,1909,1109.5,977.14,1012.91
15810,1400,1150.7,984.56,1012.28
15813,1241,1191.3,978.7,1014.26
15816,327,1129.2,972.42,1013.53
15819,269,1021.6,959.74,1007.95
15822,485,973.6,958.75,1004.03
15825,1695,1018.3,959.92,1005.01
15828,1264,968.0,962.79,1006.36
15831,1112,972.7,973.66,1005.0
15834,1957,1165.9,985.38,1006.32
15837,778,1052.8,986.43,1007.48
15840,1940,1106.8,1000.65,1009.39
15843,1890,1171.7,1009.33,1018.44
15846,1246,1263.6,1016.29,1015.48
15849,1197,1356.4,1021.12,1020.35
15852,38,1311.7,1020.5,1017.07
15855,1147,1256.9,1015.64,1013.07
15858,870,1217.5,1018.73,1014.06
15861,419,1148.2,1011.72,1015.07
15864,1770,1129.5,1028.01,1021.6
15867,905,1142.2,1032.07,1016.49
15870,887,1036.9,1028.6,1015.21
15873,1888,1036.7,1034.89,1016.46
15876,739,986.0,1040.37,1019.85
15879,1134,979.7,1041.16,1021.9
15882,1077,1083.6,1043.56,1018.84
15885,662,1035.1,1036.54,1015.55
15888,1090,1057.1,1027.61,1012.16
15891,505,1065.7,1013.47,1008.55
15894,1556,1044.3,1026.9,1007.17
15897,676,1021.4,1021.1,1006.84
15900,71,939.8,1016.05,1000.22
15903,76,758.6,1014.74,1000.36
15906,1823,867.0,1018.95,1002.65
15909,352,788.8,1014.46,997.23
15912,1756,856.7,1020.14,1001.39
15915,382,828.7,1012.9,998.77
15918,1564,876.1,1025.18,998.27
15921,1519,977.5,1032.41,1003.04
15924,768,898.7,1034.2,998.41
15927,56,836.7,1028.7,992.54
15930,28,832.4,1025.12,986.08
15933,310,855.8,1011.98,981.5
15936,501,723.6,1007.0,976.55
15939,633,751.7,1002.99,970.61
15942,210,597.1,1001.97,961.93
15945,284,587.3,985.43,954.14
15948,87,439.6,967.7,947.18
15951,1261,413.8,962.19,944.03
15954,1867,523.7,977.69,945.03
15957,493,567.4,979.6,943.02
15960,393,603.9,975.67,942.17
15963,842,657.1,967.94,945.57
15966,1386,745.6,969.04,949.92
15969,815,763.8,977.15,951.72
15972,250,767.8,962.35,944.43
15975,1570,896.4,973.07,950.7
15978,1991,1086.8,978.8,956.0
15981,1829,1143.6,978.0,962.75
15984,1408,1097.7,980.75,965.85
15987,1204,1168.8,982.27,965.58
15990,1579,1287.4,983.68,965.18
15993,1103,1313.5,975.68,967.38
15996,511,1226.0,975.31,960.23
15999,1912,1335.7,988.46,966.11
16002,1739,1484.6,997.85,972.74
16005,1527,1480.3,996.7,978.35
16008,289,1310.1,994.75,974.46
16011,1871,1314.3,1010.32,976.39
16014,6,1174.1,1002.6,967.64
16017,296,1083.3,1000.07,962.34
16020,598,985.2,1003.9,964.84
16023,556,930.5,1007.75,960.87
16026,191,898.5,1004.61,958.33
16029,354,742.7,1002.28,954.38
16032,578,626.6,990.18,954.14
16035,1828,656.7,992.41,957.48
16038,394,667.2,981.13,954.91
16041,53,485.4,975.1,949.62
16044,650,549.8,967.09,944.38
16047,550,575.2,957.71,946.89
16050,538,569.2,949.79,942.57
16053,459,559.5,953.84,938.92
16056,1943,734.7,958.84,945.96
16059,608,760.1,964.91,943.6
16062,1894,891.7,982.24,951.95
16065,160,724.9,969.27,946.46
16068,1655,851.0,976.32,953.61
16071,122,857.9,963.96,953.99
16074,1737,966.6,962.16,954.5
16077,1676,1079.2,963.65,959.75
16080,772,1102.6,961.49,961.88
16083,589,1115.6,959.03,958.36
16086,1070,1028.3,960.25,961.42
16089,1498,1117.3,961.78,959.83
16092,1217,1049.6,964.3,963.75
16095,1281,1161.7,964.63,964.97
16098,1408,1137.0,961.04,971.3
16101,1798,1304.6,968.37,971.21
16104,1012,1232.1,978.24,975.08
16107,669,1131.4,965.84,971.49
16110,1333,1187.5,965.17,974.87
16113,259,1154.5,955.35,967.02
16116,501,1097.6,957.09,964.75
16119,284,976.2,957.24,958.49
16122,1310,985.5,965.49,962.12
16125,875,944.9,957.29,958.61
16128,1449,949.0,959.14,960.97
16131,768,846.0,955.7,964.68
16134,602,805.0,942.15,963.76
16137,70,745.1,935.07,960.75
16140,1152,727.0,927.19,963.92
16143,1327,833.8,921.56,965.45
16146,1590,942.7,925.0,970.64
16149,519,966.2,918.22,969.67
16152,964,931.6,927.48,973.99
16155,654,909.5,922.55,969.1
16158,190,783.6,915.75,967.24
16161,312,738.0,914.68,963.2
16164,354,713.2,900.52,964.26
16167,936,799.8,900.83,966.45
16170,48,689.4,892.44,960.52
16173,1777,734.4,891.33,963.11
16176,466,622.0,888.6,964.49
16179,1976,767.7,897.02,969.09
16182,7,672.0,886.32,964.94
16185,1740,780.6,897.1,966.82
16188,1818,943.4,904.38,966.0
16191,1138,1026.0,910.71,962.09
16194,28,993.4,895.43,961.16
16197,1629,1062.7,904.96,963.03
16200,1936,1251.5,923.61,969.83
16203,287,1102.5,925.72,970.23
16206,706,1126.5,914.55,966.75
16209,254,954.3,913.57,964.01
16212,1181,1071.7,907.82,963.98
16215,142,911.9,905.42,959.16
16218,584,788.5,895.62,960.4
16221,771,751.8,888.14,960.27
16224,696,818.6,887.42,960.81
16227,1900,845.7,905.86,967.28
16230,809,733.0,913.67,969.39
16233,1875,891.8,929.32,970.65
16236,1964,1017.6,943.95,975.48
16239,1581,1150.3,953.43,978.21
16242,747,1106.9,958.8,980.38
16245,940,1186.7,965.36,975.39
16248,594,1187.7,970.43,969.07
16251,646,1175.2,964.28,963.24
16254,304,1136.0,948.65,963.17
16257,488,994.8,948.6,964.1
16260,890,1002.9,953.57,964.62
16263,344,849.8,948.59,958.26
16266,773,730.7,942.46,955.75
16269,769,649.5,942.0,959.58
16272,99,584.7,940.49,951.42
16275,1452,635.9,939.31,956.19
16278,54,581.9,919.94,949.37
16281,65,523.8,902.3,940.15
16284,48,498.2,888.7,934.73
16287,176,467.0,878.42,930.35
16290,382,416.2,866.45,925.07
16293,1481,529.9,870.23,922.96
16296,256,478.2,867.68,921.5
16299,489,450.2,853.45,920.96
16302,81,448.4,836.87,917.36
16305,1989,502.1,841.49,919.1
16308,285,525.2,841.45,918.1
16311,1083,627.0,833.57,921.95
16314,27,624.9,833.78,918.19
16317,1085,715.8,841.67,920.87
16320,681,745.7,842.5,923.2
16323,1095,707.1,847.89,927.82
16326,1115,793.0,857.13,930.87
16329,593,803.4,859.52,930.9
16332,1283,923.6,866.57,928.38
16335,604,785.1,854.33,923.37
16338,487,805.3,855.26,918.2
16341,1712,868.2,871.85,923.48
16344,1615,1027.0,881.5,924.29
16347,1871,1105.6,894.71,926.21
16350,1512,1188.7,904.45,927.12
16353,1716,1250.8,917.02,935.43
16356,740,1213.3,904.99,931.91
16359,562,1210.2,904.53,934.72
16362,934,1175.3,894.93,938.59
16365,1370,1251.9,907.03,938.15
16368,1546,1357.8,905.94,941.13
16371,468,1233.4,909.4,936.68
16374,1794,1251.3,909.97,936.07
16377,538,1118.0,898.59,931.12
16380,1424,1109.2,905.11,933.3
16383,180,955.6,901.02,930.02
16386,1919,1073.5,909.51,934.88
16389,165,1033.8,896.18,928.98
16392,1947,1135.1,903.48,933.89
16395,11,999.2,890.78,927.71
16398,1956,1040.2,896.26,928.65
16401,1242,1117.6,890.7,929.53
16404,1467,1084.9,895.25,936.75
16407,412,1072.3,892.68,929.26
16410,551,985.0,884.86,925.01
16413,1726,1139.6,899.53,927.44
16416,1054,1053.1,905.06,931.08
16419,1171,1153.7,913.93,935.59
16422,1823,1141.3,919.06,942.27
16425,457,1185.9,914.88,936.09
16428,417,1032.0,904.56,931.85
16431,860,993.8,905.48,930.59
16434,1025,949.6,909.71,925.93
16437,201,928.5,911.02,923.04
16440,819,955.3,907.69,917.44
16443,182,800.9,896.24,908.9
16446,549,750.4,885.83,905.41
16449,1346,767.9,894.1,906.16
16452,1482,733.8,899.28,913.38
16455,1954,883.5,912.28,917.41
16458,1190,960.8,922.28,919.01
16461,384,913.2,923.0,918.84
16464,4,811.1,919.5,910.01
16467,154,806.4,911.68,906.25
16470,436,768.1,915.56,904.0
16473,1667,916.6,914.46,902.89
16476,347,896.4,913.27,900.93
16479,1194,881.2,905.45,901.24
16482,696,802.6,912.34,899.33
16485,1006,707.8,905.0,901.05
16488,636,652.4,893.18,898.78
16491,1427,756.7,896.07,903.39
16494,1662,922.5,912.41,903.92
16497,1642,1071.3,912.54,908.75
16500,309,1058.6,896.27,909.94
16503,386,930.5,897.26,911.49
16506,1705,1066.3,907.25,910.9
16509,2,947.1,904.73,909.15
16512,1583,1035.8,908.75,908.28
16515,4,935.6,907.37,906.39
16518,274,899.4,904.27,899.95
16521,354,792.1,900.1,894.12
16524,1557,781.6,908.71,898.07
16527,253,642.7,892.24,899.05
16530,969,708.7,893.84,903.75
16533,610,731.1,881.19,905.25
16536,256,586.2,864.11,904.03
16539,949,680.9,857.79,905.61
16542,270,549.6,853.02,905.91
16545,891,638.3,852.53,908.95
16548,594,670.3,852.53,911.48
16551,1101,745.0,857.08,910.68
16554,1002,689.5,864.06,906.36
16557,11,665.3,859.29,903.95
16560,1365,704.9,864.04,908.8
16563,1849,828.8,879.09,913.84
16566,243,827.5,873.79,908.12
16569,208,753.4,868.18,905.09
16572,1698,896.2,884.17,912.33
16575,170,824.1,871.35,905.33
16578,1661,930.8,887.42,903.68
16581,1634,984.1,903.11,902.71
16584,1352,1019.1,916.15,902.42
16587,1902,1208.2,933.41,905.91
16590,1900,1261.7,948.59,907.52
16593,1322,1209.0,947.0,908.62
16596,1772,1361.9,962.16,914.92
16599,1997,1540.8,977.24,915.35
16602,1006,1471.6,986.49,911.68
16605,1145,1569.1,978.05,909.77
16608,278,1430.8,977.98,909.72
16611,1749,1442.3,984.64,909.11
16614,1250,1432.1,996.87,915.33
16617,163,1258.2,987.65,914.66
16620,272,1095.4,983.56,913.03
16623,1583,1121.5,988.44,918.16
16626,1753,1119.6,994.82,925.98
16629,779,997.8,996.68,928.1
16632,1134,1010.6,995.19,930.88
16635,491,945.2,994.06,924.2
16638,1563,1073.7,1004.82,930.04
16641,1950,1093.8,1007.2,939.52
16644,1249,1093.7,1003.54,942.52
16647,1035,1180.9,995.18,944.95
16650,1091,1262.8,990.97,947.71
16653,581,1162.6,979.62,948.32
16656,1674,1154.7,988.96,946.98
16659,1447,1221.5,997.81,951.17
16662,275,1135.6,991.22,943.08
16665,530,1139.5,982.82,944.92
16668,1879,1171.1,986.15,946.04
16671,981,1074.2,991.28,950.34
16674,1465,1095.8,987.99,948.98
16677,623,1054.6,988.84,943.72
16680,609,1006.4,980.69,942.9
16683,1119,1060.2,990.08,945.55
16686,1062,999.0,981.51,945.51
16689,1126,966.9,991.12,943.65
16692,1466,1086.0,986.31,944.89
16695,781,1111.1,994.01,942.39
16698,177,940.9,976.22,936.24
16701,970,939.8,973.5,932.1
16704,1993,992.6,978.76,937.0
16707,314,961.7,977.78,935.23
16710,1308,1031.6,985.35,935.11
16713,1315,1051.2,981.24,940.38
16716,921,1037.1,979.91,942.49
16719,1871,1111.6,986.91,950.42
16722,1240,1089.0,981.08,950.07
16725,595,1070.4,982.46,948.67
16728,1547,1207.4,993.76,949.16
16731,1796,1290.0,1003.12,954.3
16734,1726,1263.3,1010.13,959.92
16737,778,1309.7,1015.9,963.46
16740,138,1192.7,1009.09,958.39
16743,860,1147.2,1015.87,956.05
16746,921,1147.2,1019.59,952.71
16749,990,1059.1,1016.03,955.07
16752,1392,1074.3,1015.13,957.21
16755,744,1089.2,1003.03,957.65
16758,1045,1039.0,1001.58,961.93
16761,1626,1022.0,1014.0,968.5
16764,1530,1002.4,1029.26,974.38
16767,938,1018.4,1037.1,974.39
16770,1745,1179.1,1050.19,982.88
16773,236,1116.7,1035.88,975.17
16776,1443,1168.9,1046.84,980.05
16779,1110,1180.9,1046.0,975.73
16782,1918,1233.5,1058.22,985.28
16785,1649,1324.0,1064.65,984.83
16788,1112,1330.7,1069.41,981.29
16791,305,1198.6,1058.19,977.13
16794,1761,1221.7,1059.18,985.79
16797,1593,1287.2,1058.69,985.62
16800,772,1189.9,1063.32,979.79
16803,217,1188.0,1061.63,979.45
16806,1335,1177.2,1057.93,982.59
16809,366,1102.8,1061.57,983.15
16812,1459,1056.9,1060.33,984.54
16815,1970,1089.0,1079.99,993.68
16818,1910,1168.8,1096.35,1000.31
16821,594,1197.7,1098.75,999.42
16824,1722,1193.8,1100.4,1004.55
16827,891,1123.6,1106.78,999.51
16830,1775,1223.9,1114.84,1004.34
16833,572,1259.4,1114.46,997.83
16836,1645,1290.4,1128.35,996.23
16839,1997,1453.5,1138.83,998.31
16842,1402,1447.8,1150.15,1001.59
16845,1022,1353.0,1151.46,1002.0
16848,1738,1335.8,1162.9,1007.72
16851,1515,1427.9,1167.04,1012.06
16854,977,1353.4,1166.79,1015.42
16857,422,1306.5,1170.9,1015.1
16860,965,1225.5,1166.9,1015.47
16863,1963,1364.6,1168.04,1023.57
16866,484,1248.5,1170.45,1022.12
16869,1580,1206.8,1184.17,1026.17
16872,629,1129.5,1173.48,1028.83
16875,891,1116.4,1180.69,1026.02
16878,626,1005.2,1170.34,1028.88
16881,682,921.9,1160.82,1031.96
16884,801,904.3,1155.31,1035.73
16887,1434,1005.5,1150.63,1042.02
16890,106,919.6,1132.69,1040.64
16893,1439,867.2,1133.86,1040.43
16896,851,903.9,1124.65,1043.4
16899,62,752.1,1105.3,1041.27
16902,84,697.6,1096.08,1041.29
16905,1473,755.8,1099.36,1038.7
16908,620,755.2,1102.78,1040.38
16911,327,719.7,1088.56,1036.6
16914,1502,789.8,1091.08,1043.97
16917,1897,836.1,1108.42,1048.04
16920,1014,926.9,1115.84,1049.7
16923,1632,946.2,1116.33,1052.38
16926,201,881.2,1100.81,1047.82
16929,1559,1030.9,1108.61,1052.64
